Churn,Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,TotalCharges,gender,tenure,TenureCategory,TotalSpend,HasInternet,NumServices
0,0,1,2,0,-1.7014983012572689,1,1,2,1,1,2,1,0,1,0,1,1.6765890349603048,1,0.9059664721620931,0,-0.7958056256667461,1,2
1,2,0,2,2,0.20375357197818794,2,0,2,0,0,3,1,0,1,0,1,1.0828248875414896,1,-0.050756680965951116,1,0.08667441230314643,0,2
1,1,0,0,2,1.306866794235528,2,2,1,0,0,3,0,0,0,2,2,0.8571977827523325,0,1.7116280747962358,0,2.7762688560710047,0,3
0,1,1,2,0,-0.6104654803700806,1,0,1,0,1,3,0,0,0,0,2,-0.5443806541441937,0,1.5102126741377,0,0.4981950798535716,1,2
1,0,1,2,2,1.6264796990572734,1,2,2,1,1,1,0,0,0,1,1,-0.8035378663585226,1,-0.4032336321183885,1,0.4539824331077842,0,3
1,0,1,1,0,-1.5648171886121165,1,2,0,0,0,3,1,0,0,1,0,-0.6565120354061482,1,-0.7557105832708259,1,-1.1097071842942872,1,1
0,0,0,0,0,-0.3995761878797068,1,1,2,0,0,3,0,0,2,1,0,-1.500844421656021,1,-1.1081875344232632,1,-0.9236957149500298,1,2
1,2,1,2,0,-1.1095586341198036,1,2,2,0,0,1,0,0,2,0,1,1.4607636522346394,1,0.8556126219974592,0,-0.29844491063557954,1,4
1,2,0,0,0,1.3296469796763872,1,2,2,0,1,2,0,0,1,0,1,0.5442687302067852,1,-1.6620798862342363,2,-1.1620158774646603,1,2
1,2,1,1,2,-0.5265929794287372,0,0,0,0,0,0,1,0,1,0,0,0.4432435737005331,1,-1.4103106354110666,2,-1.1318656516950003,0,0
1,1,1,2,0,1.0376464208435616,2,0,1,0,0,1,1,0,2,0,0,0.9210904895365741,0,-0.3025259317891207,1,0.29146870935244246,1,2
1,1,1,2,0,1.299618553413437,1,0,1,0,1,3,0,0,0,0,1,-0.7453418869274213,0,-0.5039413324476563,1,0.18586881975067884,1,1
0,1,0,2,0,1.3223987388542955,0,1,1,1,0,3,1,0,0,0,1,-0.8489720595132259,1,1.610920374466968,0,2.675707726210102,1,1
1,1,1,1,2,0.26588135045325706,2,2,1,1,0,0,0,0,0,2,0,-1.730596467679875,0,1.661274224631602,0,1.558661895728573,0,2
0,0,1,1,2,0.5137021557038113,0,0,2,0,0,0,0,1,2,0,1,0.4154660438966697,1,0.25136642002185233,1,0.5412495802972661,0,2
1,0,1,1,0,1.2012495708279105,0,0,2,0,1,3,0,0,2,1,2,1.4651319410663541,1,-1.4606644855757005,2,-0.9416936378152609,1,3
0,2,0,2,2,0.400146382824379,0,1,2,1,1,2,1,0,0,1,0,0.8355079321787859,1,-0.8564182836000936,1,-0.5110169010975112,0,2
0,0,1,2,0,-0.14692322208109163,2,0,2,0,1,2,0,1,2,2,1,1.094752909100236,0,0.8556126219974592,0,0.5282080844973915,1,4
0,0,0,0,2,0.43466181531052855,1,2,0,1,0,3,0,0,1,1,1,0.8804634087491916,1,1.560566524302334,0,1.6566816903389112,0,1
1,0,1,0,1,-1.660424936598751,2,0,0,0,1,0,0,1,1,1,0,-0.264842083353398,0,1.1073818728206288,0,-0.7134235505571835,1,0
0,1,0,0,1,-0.08134390035740774,0,2,0,0,1,1,0,0,1,2,2,1.0161157315196307,0,1.057028022655995,0,0.731427083022039,1,3
0,1,1,1,1,1.5284558707966085,1,2,2,0,1,2,0,0,1,1,2,0.4813135100667927,1,-0.45358748228302237,1,0.3464504700541873,1,3
1,1,0,0,0,0.5223310138253486,0,2,2,0,1,0,1,0,0,1,0,0.6668919832745938,0,0.15065871969258451,1,0.4543611634151038,1,2
0,2,1,0,1,-1.1344097455098312,2,0,1,1,0,2,1,0,0,2,2,0.26820484395701566,1,-1.7124337363988702,2,-1.3387347321670038,1,2
0,1,0,0,1,-1.262462000033446,2,1,0,0,0,2,0,1,1,1,2,-0.5157254772691183,0,1.3087972734791644,0,-0.2682617517957179,1,1
0,1,0,2,0,0.5295792546474398,1,2,1,0,0,2,1,1,0,2,1,-0.013029181403166695,0,0.30172027018648623,1,0.5982951467316509,1,3
0,0,0,0,1,0.4705578650961243,2,1,1,1,1,0,1,0,2,0,0,1.4940783371968773,1,-0.8060644334354597,1,-0.4431198880316648,1,1
1,1,0,2,1,0.7874095353189772,2,1,1,1,1,3,1,0,1,2,1,-0.23147553742786123,0,-0.4032336321183885,1,0.06702434708279656,1,2
1,2,1,1,2,0.25656218368199685,2,0,2,0,0,3,0,0,1,0,2,0.5470133719567577,1,-1.4606644855757005,2,-1.061877388671346,0,2
1,0,1,2,1,0.9475611420547112,2,0,0,1,0,2,0,0,1,1,2,-1.3829125911143283,1,-1.6117260360696024,2,-1.1332323741083712,1,2
0,1,0,1,2,-0.8130710690637786,1,1,1,0,1,1,1,0,2,2,0,-1.0104631099211234,0,-0.5039413324476563,1,-0.7212561324201555,0,2
0,1,0,1,0,0.8502276224437696,0,2,0,0,1,3,1,1,1,0,0,-0.7556901437579859,0,1.661274224631602,0,2.2091449206625624,1,1
1,0,0,0,1,-1.2158661661771442,1,1,1,1,1,0,0,0,0,2,2,-0.4505482143170116,1,-1.813141436728138,2,-1.3799888914396714,1,2
0,2,1,2,1,0.6462414164506253,1,1,2,0,0,0,0,0,0,2,2,1.6735451953451466,1,-1.6117260360696024,2,-1.1571911826801107,1,4
1,0,0,2,0,0.40704946932160896,0,0,2,1,0,0,1,1,2,1,1,-0.299716586519472,0,1.610920374466968,0,1.6713149511985355,1,3
0,0,1,2,2,-0.5873401406043604,1,0,0,0,1,3,1,0,1,0,0,-1.3089309323160165,0,1.006674172491361,0,0.23604235220297473,0,1
0,0,1,2,2,-0.8244611617842079,2,1,0,0,1,0,0,1,0,1,2,0.8025443060450329,1,-1.259249084917165,2,-1.0997723747834398,0,2
0,0,1,2,0,-0.4389237809139173,2,2,1,0,1,0,1,0,1,1,0,-0.9102916646568684,0,0.5031356708450219,1,0.06017975732587561,1,2
1,0,0,1,2,-0.0875566782049144,0,0,2,0,1,2,1,1,2,1,1,-1.2801959693435583,0,0.7549049216681915,0,0.5059343513509722,0,2
0,2,1,1,1,0.31351264728414335,2,1,1,1,1,0,0,1,0,1,2,0.9125134840679103,0,0.7045510715035576,0,0.7945872228238736,1,1
1,0,0,1,1,1.3237793561537419,0,0,0,1,0,2,1,1,0,1,1,-0.602444986514613,0,-0.6550028829415581,1,0.019029886108846646,1,0
0,0,0,2,0,-0.24563735899147965,2,2,2,1,0,2,0,0,1,2,2,1.4171166676613136,1,0.5031356708450219,1,0.2046461586106835,1,5
1,0,0,1,0,0.17683153463899123,1,0,0,0,0,1,1,0,2,2,1,1.5233558456315395,1,-0.10111053113058502,1,0.030430217243669816,1,2
1,2,0,2,0,1.615089606336844,0,0,0,1,1,1,1,1,1,0,0,0.98870122845886,1,0.956320322326727,0,2.168725065835005,1,1
1,1,1,2,1,-1.6241837324882937,0,0,0,1,1,3,0,0,0,2,1,-1.1708012512218378,1,1.661274224631602,0,-0.5453221825576194,1,2
0,1,0,0,1,-1.1703057952954268,0,0,2,0,0,2,0,1,2,2,0,1.6819307141800917,0,1.661274224631602,0,-0.04007399721314486,1,3
1,1,0,1,1,-1.3318380193306067,2,1,0,1,0,2,1,0,2,2,1,1.4497332242714507,1,1.459858823973066,0,-0.28724766676700014,1,2
0,1,1,1,1,1.4338835857845589,0,2,1,1,0,2,0,0,2,0,2,0.13140759068913166,0,-0.45358748228302237,1,0.30434005095627525,1,3
1,1,1,1,2,0.5340662608706391,0,0,1,1,0,0,0,0,2,0,2,-1.6745786487073275,1,1.2584434233145305,0,1.485100394588034,0,2
1,0,1,2,0,0.9009653081984095,1,0,2,1,1,2,0,1,0,0,0,0.4800648576427503,1,-1.4606644855757005,2,-0.9798959992492374,1,2
1,1,0,2,0,-1.413984748647643,2,2,0,1,0,0,1,1,1,1,1,-1.250068738971768,1,1.006674172491361,0,-0.5132673275612942,1,2
0,2,0,2,1,1.584370871424171,2,1,2,0,0,1,0,1,2,1,0,-0.05997532110327645,0,0.5534895210096558,1,1.6356484361700898,1,3
1,2,1,1,2,0.11159736724016851,2,2,2,1,1,2,0,1,2,0,0,0.3730437759181715,1,-0.10111053113058502,1,-0.005878492653708832,0,3
0,2,1,2,1,-0.2297602600478508,1,2,0,0,1,0,0,0,1,1,2,0.6527658547329479,0,-1.5110183357403344,2,-1.1581133086457585,1,3
0,1,1,0,0,-1.0343149912999976,1,1,2,0,1,2,0,1,1,2,1,-0.8089553423708228,1,0.8052587718328253,0,-0.2554013878819526,1,2
0,1,1,2,0,-1.5838006764794987,0,1,0,1,1,1,1,1,0,2,1,-1.4824297903800434,0,0.9059664721620931,0,-0.6928623370612532,1,2
1,1,0,1,1,1.6475341128738246,0,0,2,1,0,3,0,1,1,2,1,-1.0907678169370316,1,0.20101256985721844,1,1.2343260426921256,1,2
0,1,0,1,2,-1.5427273118209808,2,2,1,1,1,0,1,0,0,2,2,-0.12926954668034185,0,-0.10111053113058502,1,-0.926659691268183,0,3
1,2,1,2,0,1.3227438931791573,0,1,2,1,1,3,1,1,1,2,1,1.684471901381737,1,-1.0578336842586293,1,-0.4538011804670842,1,3
1,2,1,0,1,-0.5745694305844852,0,2,1,1,0,2,1,0,2,0,1,-1.4930971916001399,1,0.7045510715035576,0,0.07432451097750745,1,2
0,2,1,1,0,0.31661903620789694,0,0,0,0,1,3,1,0,0,1,0,0.6316225389264744,0,-0.20181823145985284,1,0.022125594707806746,1,0
1,0,1,0,0,0.5527045944131601,1,1,0,1,1,1,0,1,0,1,0,1.6388023392397544,1,-0.5542951826122902,1,-0.18164228832020268,1,0
0,2,1,0,2,-0.9987640958392634,2,1,0,0,0,0,0,1,0,2,0,1.1280795619770811,0,-0.6046490327769242,1,-0.8452601194196381,0,1
1,1,0,2,0,-0.07375050521045487,1,0,2,0,1,0,0,1,0,2,2,-1.417013169135788,0,-0.6046490327769242,1,-0.4775075021672774,1,4
0,1,1,0,0,-0.4154532868233356,2,2,2,0,1,2,0,1,0,2,2,-0.04683056155944059,1,0.5031356708450219,1,0.0777221060533166,1,4
0,0,0,0,1,-0.49035177531828,0,1,2,0,0,1,1,0,0,1,0,1.6477902431099405,0,1.661274224631602,0,0.7168377329226844,1,1
1,1,1,0,1,-0.2739400136301223,2,1,2,1,1,3,1,1,0,1,2,-0.7257304641906999,0,0.7549049216681915,0,0.35180758280699764,1,2
1,0,0,1,0,-0.0012680969895404609,0,1,1,1,1,0,1,1,1,1,0,0.8629024887152114,1,-0.8060644334354597,1,-0.6006881624117173,1,0
1,1,1,0,2,-0.0803084373828232,2,2,2,1,1,3,1,0,0,1,1,-1.5639033637226114,1,-0.3025259317891207,1,-0.2596607316280395,0,2
1,1,0,1,1,-0.037164146775136235,1,1,2,0,1,2,0,0,0,2,0,0.1685121152770583,1,1.459858823973066,0,1.0716037428255063,1,2
0,1,0,0,1,-1.2838615681748589,0,0,1,1,1,2,1,1,1,1,1,1.3360539927202677,0,-1.4103106354110666,2,-1.240248385728808,1,0
1,2,0,1,2,1.1850273175594201,0,0,0,0,1,1,1,0,1,2,1,0.7500490432719411,1,-0.8060644334354597,1,-0.20451979442031984,0,1
1,2,0,0,1,-0.8527638164228506,1,2,1,1,1,0,1,0,0,1,1,-0.7335056193806653,0,1.661274224631602,0,0.31340762295181107,1,1
1,1,0,2,0,-1.5209825893547064,0,2,2,0,1,1,0,0,2,2,2,0.3454856578821113,1,-1.3599567852464327,2,-1.2603540250869483,1,6
1,2,1,2,1,-0.2767012482290142,1,1,1,0,0,3,1,0,2,2,0,1.687033035107729,0,0.7045510715035576,0,0.3159050474421068,1,3
1,1,0,2,1,0.007015606807135261,1,0,1,1,0,2,1,0,2,0,2,-1.147216480835447,1,1.2080895731498966,0,0.9273184734268078,1,3
0,0,1,0,0,1.6023188963169686,1,2,0,1,0,3,0,0,0,0,2,1.6600413983630873,1,-1.762787586563504,2,-1.271672023546267,1,2
1,0,1,1,1,-1.086088140029222,1,0,2,0,1,3,0,1,1,0,0,-1.276609584266196,1,0.8052587718328253,0,-0.2990377058992102,1,1
1,1,0,2,0,-0.10654016607229658,1,0,2,1,1,2,1,1,1,2,1,1.6266668738278123,0,0.9059664721620931,0,0.5992117838522653,1,3
1,1,0,1,2,0.15129011459924072,0,0,1,0,1,0,0,0,2,0,1,1.0765736468115379,1,1.459858823973066,0,1.2693997624569406,0,1
0,1,1,0,0,1.1218640761097665,1,0,0,1,1,1,1,1,2,1,1,0.20300763448056353,0,-1.4606644855757005,2,-0.9517931126771169,1,1
1,0,1,2,2,-0.6049430111722967,1,2,1,0,1,0,1,1,2,0,0,-1.4057513614901889,1,0.10030486952795062,1,-0.2911008359805994,0,3
1,2,0,2,1,-0.455491188507269,1,0,1,0,1,2,1,0,2,2,0,-0.5406745899207571,0,0.4024279705157541,1,-0.013754985276949643,1,3
1,1,0,2,2,-1.1523577704026289,0,1,1,1,0,3,1,1,2,0,0,1.5289568296678202,1,0.45278182068038797,1,-0.4927500248256327,0,2
1,2,0,1,1,-0.2584080690113549,2,2,1,1,1,1,1,0,0,0,0,1.502495770470775,0,1.4095049738084322,0,0.8054825802156041,1,1
1,2,0,2,0,-1.1316485109109393,0,0,0,1,0,3,1,1,1,0,2,1.1679726106685409,0,0.956320322326727,0,-0.277367745706489,1,2
0,0,1,2,2,-0.571808195985593,0,2,0,0,1,3,0,0,2,0,1,-0.015957331177119886,1,0.7549049216681915,0,0.10549017307838672,0,3
0,1,1,0,2,-1.236575425668834,2,1,2,1,0,0,0,0,0,1,0,-0.5313236593074789,0,1.459858823973066,0,-0.18726286563462693,0,1
1,2,1,1,2,0.7646293498781186,1,2,1,1,1,3,1,0,2,0,2,1.166093648075173,1,-1.4103106354110666,2,-0.9470617282581386,0,3
1,0,1,0,0,1.3758976592078274,1,0,1,1,1,0,1,0,2,0,2,1.424728261351644,1,-0.3528797819537546,1,0.39832005562187073,1,2
1,2,0,1,2,-1.7525811413367702,2,2,0,1,0,2,1,0,1,1,2,0.5202371576750501,0,1.1577357229852627,0,-0.789740451904599,0,2
0,2,0,2,2,-0.6398035979833079,0,0,0,1,0,3,0,1,2,0,1,-1.1712121496233596,0,-0.8060644334354597,1,-0.8139297919677505,0,2
1,2,0,1,1,-1.590358608651867,0,0,0,1,1,3,1,1,0,1,2,1.6789905964915306,1,0.5534895210096558,1,-0.7876986015520931,1,1
1,1,0,1,2,-1.4799092246961885,0,1,2,0,1,2,1,1,1,2,0,0.7458881982934218,1,-0.3025259317891207,1,-0.9496359965789051,0,2
0,0,1,1,2,0.388411135779088,2,0,1,1,1,3,1,0,1,0,0,-0.4947337550476721,0,-0.705356733106192,1,-0.382160775088311,0,0
0,0,1,2,0,-0.8258417790836539,0,0,2,0,1,2,0,1,1,0,1,-0.3628194109396229,0,0.0499510193633167,1,-0.45298883140210877,1,2
0,2,1,2,0,0.9278873455376062,0,1,1,1,1,0,0,0,0,0,1,0.6439255551429206,0,0.15065871969258451,1,0.7123368799951181,1,1
1,0,1,2,0,-1.5185665090806761,1,2,2,0,0,2,1,0,0,1,2,0.9121145535809957,1,1.1577357229852627,0,-0.5664542359370461,1,4
0,1,1,2,2,-1.3294219390565762,2,0,2,0,0,3,1,1,1,0,0,1.5913655150407398,0,-0.10111053113058502,1,-0.8079359731910403,0,2
0,0,0,1,1,-1.7046046901810223,0,2,2,0,0,2,1,0,1,1,0,0.9744673886857471,0,1.1073818728206288,0,-0.7548753082510617,1,2
1,2,0,1,2,-1.5482497810187648,2,0,2,0,0,3,0,1,0,0,2,-1.204566727634289,1,1.1073818728206288,0,-0.6081749470375714,0,2
0,1,1,1,0,-0.6915767467125322,2,1,2,0,0,1,0,1,1,2,0,0.6423457904147387,0,1.006674172491361,0,0.14155737379428593,1,2
0,0,0,2,1,0.7201044419709854,1,2,2,0,0,2,1,1,2,0,1,1.1392815300496433,1,-0.5039413324476563,1,-0.06295699215829552,1,4
1,2,1,2,2,0.9327195060856671,1,2,2,0,0,2,1,0,2,0,1,1.5018734389111885,0,-0.6046490327769242,1,-0.07737069921657448,0,4
1,1,1,0,1,-0.9621777374039447,1,1,2,0,0,0,0,1,2,1,0,0.5506396500828115,0,0.15065871969258451,1,-0.4899397361684207,1,2
0,2,1,0,2,0.3728791911603206,2,1,2,0,1,1,0,1,1,2,0,-1.7319169275915627,1,1.2080895731498966,0,1.2822271933005036,0,2
0,0,1,0,1,1.2029753424522183,1,0,2,1,0,0,1,0,2,0,0,0.2033866184431323,0,0.30172027018648623,1,1.058770823136909,1,2
1,1,1,0,0,-1.1188778008910638,2,0,0,0,1,0,0,0,2,1,1,0.1687754093984219,1,0.15065871969258451,1,-0.5896171619789112,1,1
1,1,1,1,2,-0.9035015021774904,2,0,1,1,1,0,1,1,2,1,0,-0.8017626256917525,1,-1.6620798862342363,2,-1.3040671869346765,0,1
0,0,1,0,1,-1.5223632066541526,2,2,0,1,0,0,0,1,2,0,2,-0.5068014022768387,1,1.057028022655995,0,-0.5976967418683959,1,3
0,0,1,2,2,-0.344006341577006,0,1,0,1,0,0,0,1,1,2,0,-1.271878268691389,1,0.25136642002185233,1,-0.03162117586137413,0,2
1,1,0,0,1,-0.8520735077731277,0,1,2,0,1,3,1,0,2,1,2,-1.4677292019372405,0,-0.10111053113058502,1,-0.5422484293387938,1,3
1,1,0,0,0,-0.07996328305796153,0,0,2,0,1,1,1,1,0,0,0,0.2036898056131875,0,-0.3528797819537546,1,-0.2962383949320653,1,1
0,2,0,1,0,1.395916610049794,2,2,2,1,0,1,1,0,2,2,2,-0.1779430553887916,1,0.0499510193633167,1,0.8896155968908901,1,5
1,2,1,0,2,-1.1751379558434878,1,0,2,0,0,1,0,1,1,0,1,0.37409695240362617,0,0.9059664721620931,0,-0.33542874847209303,0,1
0,0,0,1,1,0.18615070141025147,1,1,1,0,0,0,0,0,2,1,1,-1.110028180845268,0,1.459858823973066,0,1.305988403451033,1,1
0,1,0,0,2,-0.693647672661701,0,1,2,0,0,2,1,1,0,0,1,-0.626029756901004,1,-1.0074798340939954,1,-0.9398658524190664,0,1
0,0,0,0,2,-0.48241322584646573,0,1,1,0,0,3,1,1,2,2,0,1.276098729841873,0,-0.7557105832708259,1,-0.7310207877349608,0,2
0,0,1,1,2,0.20064718305443435,2,1,1,0,0,0,1,0,0,1,0,0.3083332616357549,0,-0.050756680965951116,1,0.08489602651225453,0,0
1,1,0,1,1,0.7925868501918998,2,1,0,1,1,0,1,0,1,2,0,0.71011610153179,0,0.7045510715035576,0,1.183131585063577,1,1
0,0,0,2,1,-0.019216121882338594,0,2,0,0,0,3,1,0,2,0,1,0.09664877736426289,0,-0.6046490327769242,1,-0.4558265642844891,1,3
0,1,0,1,0,1.5660776922065116,0,1,2,1,1,3,0,0,0,0,0,0.781883696127726,0,1.3591511236437983,0,2.6284707258507916,1,1
0,1,0,2,2,-0.3122521436897483,0,0,2,0,0,2,0,1,1,2,2,1.3668913193587657,1,0.9059664721620931,0,0.419287443650289,0,4
0,2,1,0,0,1.483930962889476,0,1,1,0,0,1,0,0,0,1,0,-0.2310646390263393,0,1.7116280747962358,0,2.9761890587304487,1,0
0,1,0,1,1,-0.9649389720028367,0,2,0,1,0,0,1,1,2,0,0,0.7018662190623963,0,1.1073818728206288,0,-0.060882208735588056,1,2
0,2,1,1,1,-1.678027807166687,1,1,1,0,0,0,1,0,1,2,2,0.8381608199167679,1,-1.3096029350817988,2,-1.2739938049954873,1,2
1,1,1,1,1,1.371410652984628,0,1,1,0,1,3,0,1,1,2,1,-1.3112287719206448,1,1.1577357229852627,0,2.1910317320516253,1,1
1,0,1,0,1,1.1505118850732705,1,1,1,1,0,3,0,0,0,2,1,-0.8535517815030055,0,-0.3025259317891207,1,0.34710913145822125,1,1
1,0,0,0,1,-0.8348157915300529,0,1,1,0,1,1,1,0,2,2,2,-0.8204166152598792,0,0.5534895210096558,1,-0.2109746761798537,1,3
1,2,0,1,0,-0.38646032353496984,2,1,2,1,1,3,0,1,0,2,2,0.7206797808252886,0,0.8052587718328253,0,0.29063440490733267,1,3
1,0,1,1,1,-0.500706405064125,2,0,2,0,0,2,1,0,2,1,0,0.7276810108706399,0,0.30172027018648623,1,-0.10622555755830085,1,2
1,2,1,1,0,0.49540897648615195,1,0,1,1,0,2,0,1,1,0,1,-0.028994379489488995,0,-1.259249084917165,2,-0.847900253880808,1,0
1,0,0,2,2,-1.0211991269552605,1,0,2,0,0,3,0,0,1,0,2,0.027777418103327296,0,0.0499510193633167,1,-0.5710429103851503,0,3
1,1,1,1,1,-0.41234689789958207,1,2,0,0,1,0,1,0,0,2,2,0.18369540960902764,1,-1.208895234752531,1,-0.9896661434090764,1,3
0,0,1,1,1,-0.8962532613553992,1,0,1,1,1,0,0,0,0,2,2,-0.717372870489839,1,0.7549049216681915,0,-0.1628045721648282,1,2
0,0,1,0,1,-0.2577177603616321,2,0,0,0,1,3,1,1,2,2,1,1.274953799344428,0,0.4024279705157541,1,0.12777488391487302,1,2
1,0,0,1,2,-0.1514102283042914,1,0,1,1,0,1,0,0,2,2,2,0.8084165628124158,0,0.8556126219974592,0,0.5243549152837916,0,3
0,2,1,2,1,-0.1966254448611472,0,2,1,0,1,3,0,0,0,0,2,-1.5821983158525148,0,0.6038433711742897,0,0.3110638861224562,1,3
1,2,0,1,1,-0.5186544299569227,1,2,1,1,1,0,0,1,2,2,2,1.6600613448874328,1,-0.0004028308013172058,1,-0.29712758782751125,1,4
0,1,1,1,0,-1.1299227392866318,0,2,2,1,1,2,0,0,2,0,2,-1.344495585224453,0,0.7549049216681915,0,-0.35603387272829246,1,4
0,1,0,1,2,0.2727844369504871,0,2,2,1,1,0,1,1,2,1,0,-1.6967272693408262,0,0.8052587718328253,0,0.8462701876604145,0,3
0,0,0,2,2,1.3279212080520795,2,2,0,0,0,0,1,0,1,2,1,-0.17955473455592655,0,-0.45358748228302237,1,0.25715793904730044,0,3
1,0,1,1,0,0.45157437722874166,2,0,1,0,1,2,1,0,2,0,2,1.1329624711369162,1,-0.3025259317891207,1,0.002546884472893711,1,2
0,0,0,0,0,-0.9887546204182801,2,0,1,0,0,0,0,1,1,2,2,1.2182737557636023,1,-0.0004028308013172058,1,-0.5737324444516229,1,2
1,1,1,2,0,-1.5154601201569224,0,2,0,1,1,0,0,0,2,0,1,-1.232663401827684,1,1.2080895731498966,0,-0.5495705486136392,1,3
0,2,0,1,2,-1.4074268164752746,0,2,2,1,1,1,1,1,0,0,1,0.6577724323437262,0,0.30172027018648623,1,-0.7262509814007473,0,2
0,1,1,1,0,-1.515805274481784,2,0,0,0,1,2,1,1,1,0,1,0.24192330347908206,0,1.006674172491361,0,-0.6055622568015696,1,0
0,2,1,2,2,-1.2386463516180028,0,1,0,1,1,0,1,0,0,2,0,1.6232081465062629,0,-0.705356733106192,1,-0.9772723313231684,0,2
